timestamp,Open,High,Low,Close,Volume,SMA_50,SMA_200,ATR,RSI,Regime
2025-10-20 09:00:00,1.16637,1.16678,1.16444,1.16535,33410.0,,,,,NORMAL
2025-10-20 13:00:00,1.16536,1.16646,1.16464,1.16496,33253.0,,,,,NORMAL
2025-10-20 17:00:00,1.16493,1.1653,1.16382,1.16413,14954.0,,,,,NORMAL
2025-10-20 21:00:00,1.16426,1.16553,1.16416,1.16532,7834.0,,,,,NORMAL
2025-10-21 01:00:00,1.16531,1.16531,1.16319,1.1636,17045.0,,,,,NORMAL
2025-10-21 05:00:00,1.16362,1.16378,1.16127,1.16212,35536.0,,,,,NORMAL
2025-10-21 09:00:00,1.16213,1.16273,1.16019,1.16112,39243.0,,,,,NORMAL
2025-10-21 13:00:00,1.16111,1.16248,1.15977,1.1609,51392.0,,,,,NORMAL
2025-10-21 17:00:00,1.1609,1.16102,1.15991,1.16,16834.0,,,,,NORMAL
2025-10-21 21:00:00,1.15998,1.1608,1.1599,1.16047,9329.0,,,,,NORMAL
2025-10-22 01:00:00,1.16048,1.1611,1.16014,1.16092,12426.0,,,,,NORMAL
2025-10-22 05:00:00,1.16092,1.16158,1.15898,1.15976,33356.0,,,,,NORMAL
2025-10-22 09:00:00,1.15976,1.16021,1.1577,1.1583,29256.0,,,,,NORMAL
2025-10-22 13:00:00,1.15831,1.16226,1.1582,1.16195,42666.0,,,0.002076428571428598,38.60589812332386,NORMAL
2025-10-22 17:00:00,1.16196,1.16207,1.16048,1.161,18292.0,,,0.0020228571428571674,36.29489603024518,NORMAL
2025-10-22 21:00:00,1.16124,1.16146,1.15976,1.16042,7695.0,,,0.00201428571428573,35.86550435865466,NORMAL
2025-10-23 01:00:00,1.16042,1.16056,1.15906,1.15988,12015.0,,,0.002015714285714311,36.52504755865507,NORMAL
2025-10-23 05:00:00,1.15987,1.16062,1.15907,1.15963,22595.0,,,0.0020264285714286035,30.81591368846928,NORMAL
2025-10-23 09:00:00,1.15964,1.1606,1.15854,1.16006,22756.0,,,0.0020214285714286184,36.927621861152694,NORMAL
2025-10-23 13:00:00,1.16008,1.162,1.15982,1.1607,33612.0,,,0.0019978571428571784,44.40944881889779,NORMAL
2025-10-23 17:00:00,1.16068,1.16202,1.16043,1.16181,12727.0,,,0.0019300000000000348,52.69320843091366,NORMAL
2025-10-23 21:00:00,1.16168,1.16217,1.1615,1.1618,6768.0,,,0.0017842857142857463,53.57142857142813,NORMAL
2025-10-24 01:00:00,1.1618,1.16188,1.16056,1.16076,9340.0,,,0.0017992857142857493,52.982731554160495,NORMAL
2025-10-24 05:00:00,1.16075,1.16281,1.16009,1.16104,27512.0,,,0.0019292857142857286,52.27091633466206,NORMAL
2025-10-24 09:00:00,1.16104,1.16503,1.16052,1.16343,36476.0,,,0.002182857142857153,58.661145617667465,NORMAL
2025-10-24 13:00:00,1.16344,1.16434,1.16182,1.16257,43265.0,,,0.002177142857142846,59.90133897110733,NORMAL
2025-10-24 17:00:00,1.16255,1.1636,1.16208,1.16254,17252.0,,,0.002106428571428557,66.614420062695,NORMAL
2025-10-26 21:00:00,1.16358,1.16376,1.16258,1.1635,11203.0,,,0.0019035714285714014,57.69612711022792,NORMAL
2025-10-27 01:00:00,1.1635,1.16479,1.16209,1.16246,11664.0,,,0.0019828571428571118,57.1850393700787,NORMAL
2025-10-27 05:00:00,1.16246,1.16334,1.16178,1.16281,22042.0,,,0.0019728571428571096,62.03423967774368,NORMAL
2025-10-27 09:00:00,1.16281,1.16517,1.16261,1.16414,25923.0,,,0.0020485714285713996,69.86940298507419,NORMAL
2025-10-27 13:00:00,1.16414,1.1643,1.16316,1.16387,28475.0,,,0.002019285714285684,69.73929236499085,NORMAL
2025-10-27 17:00:00,1.16388,1.1652,1.16351,1.1645,14702.0,,,0.001992857142857098,70.292504570384,NORMAL
2025-10-27 21:00:00,1.16456,1.16588,1.16448,1.16558,8919.0,,,0.0019371428571428278,71.44112478031643,NORMAL
2025-10-28 01:00:00,1.16557,1.16676,1.16539,1.16664,13625.0,,,0.00192142857142855,71.31509267431579,NORMAL
2025-10-28 05:00:00,1.16663,1.16681,1.16487,1.16521,23326.0,,,0.0020121428571428274,63.37254901960879,NORMAL
2025-10-28 09:00:00,1.1652,1.1665,1.16349,1.16402,25752.0,,,0.002132857142857127,62.63565891472914,NORMAL
2025-10-28 13:00:00,1.16402,1.1668,1.16256,1.16678,37706.0,,,0.0022414285714285687,68.66059817945397,NORMAL
2025-10-28 17:00:00,1.16678,1.16688,1.16511,1.16522,16779.0,,,0.0020457142857142696,56.15120274914091,NORMAL
2025-10-28 21:00:00,1.1651,1.1661,1.16486,1.16546,12231.0,,,0.0019542857142857023,60.37329504666147,NORMAL
2025-10-29 01:00:00,1.16545,1.16561,1.16315,1.16341,13762.0,,,0.0020214285714285707,52.727272727273295,NORMAL
2025-10-29 05:00:00,1.16342,1.1638,1.16232,1.16233,23443.0,,,0.002039999999999994,46.359676415681584,NORMAL
2025-10-29 09:00:00,1.16232,1.16488,1.16188,1.1634,26494.0,,,0.0020614285714285635,52.91925465838503,NORMAL
2025-10-29 13:00:00,1.1634,1.16659,1.16316,1.16572,33075.0,,,0.0021949999999999947,58.05201992252423,NORMAL
2025-10-29 17:00:00,1.16571,1.1659,1.15776,1.16006,70057.0,,,0.0025935714285714173,40.89285714285727,NORMAL
2025-10-29 21:00:00,1.1601,1.16156,1.1597,1.1612,8540.0,,,0.0026449999999999924,44.26299957026211,NORMAL
2025-10-30 01:00:00,1.16122,1.16374,1.1607,1.1632,24937.0,,,0.0027414285714285613,47.362012987012754,NORMAL
2025-10-30 05:00:00,1.16321,1.16342,1.16065,1.16172,29749.0,,,0.002839285714285695,42.292332268370444,NORMAL
2025-10-30 09:00:00,1.16172,1.16284,1.15532,1.15551,33307.0,,,0.0032785714285714163,31.56674395495189,NORMAL
2025-10-30 13:00:00,1.15552,1.15864,1.1547,1.15694,44897.0,1.1623644,,0.003421428571428559,36.30341172573687,NORMAL
2025-10-30 17:00:00,1.15692,1.15724,1.15604,1.15653,15612.0,1.162188,,0.0032921428571428385,37.26623597415833,NORMAL
2025-10-30 21:00:00,1.15673,1.15772,1.15647,1.15738,7887.0,1.1620364,,0.0030785714285714067,32.90909090909109,NORMAL
2025-10-31 01:00:00,1.15738,1.15776,1.1565,1.15721,11814.0,1.161898,,0.0030421428571428344,34.66104940635792,NORMAL
2025-10-31 05:00:00,1.15722,1.15734,1.1555,1.15708,19741.0,1.1617332,,0.0030849999999999884,33.884615384615586,NORMAL
2025-10-31 09:00:00,1.15708,1.15769,1.15534,1.1556,23864.0,1.1615732,,0.0030771428571428417,34.644121116791055,NORMAL
2025-10-31 13:00:00,1.15558,1.15564,1.15219,1.15302,43699.0,1.1613912,,0.0032178571428571295,32.71444485703657,NORMAL
2025-10-31 17:00:00,1.15303,1.15397,1.15216,1.15363,15520.0,1.1612414,,0.0031328571428571278,31.54514544767666,NORMAL
2025-11-02 22:00:00,1.15317,1.15388,1.15216,1.15271,15965.0,1.1610776,,0.0030107142857142633,24.05265257279595,NORMAL
2025-11-03 02:00:00,1.15273,1.15377,1.15265,1.1535,12215.0,1.1609475999999999,,0.00250928571428569,33.76237623762364,NORMAL
2025-11-03 06:00:00,1.1535,1.15414,1.15096,1.15145,22643.0,1.1607672,,0.0026035714285714035,26.906679298910845,NORMAL
2025-11-03 10:00:00,1.15144,1.15224,1.15059,1.15111,24746.0,1.160571,,0.002504285714285689,18.920308483290967,NORMAL
2025-11-03 14:00:00,1.1511,1.15379,1.15052,1.15272,33910.0,1.1604302,,0.0025399999999999867,27.01736465781397,NORMAL
2025-11-03 18:00:00,1.15274,1.15311,1.15162,1.1519,13141.0,1.1603022,,0.0021092857142856864,37.27977448907655,NORMAL
2025-11-03 22:00:00,1.152,1.15211,1.14982,1.15102,10526.0,1.1600835999999999,,0.001991428571428549,28.29912023460372,NORMAL
2025-11-04 02:00:00,1.15101,1.15178,1.15051,1.15126,11674.0,1.1598888,,0.0019964285714285496,30.438010393466712,NORMAL
2025-11-04 06:00:00,1.15128,1.15337,1.15,1.15011,27100.0,1.1596826,,0.0021478571428571297,23.602033405954685,NORMAL
2025-11-04 10:00:00,1.1501,1.151,1.14768,1.14922,25611.0,1.1594693999999999,,0.0022949999999999993,22.429261559695988,NORMAL
2025-11-04 14:00:00,1.14921,1.14966,1.14732,1.1484,29827.0,1.1592448,,0.002330714285714281,21.40974967061912,NORMAL
2025-11-04 18:00:00,1.14838,1.14872,1.14752,1.14826,13382.0,1.1590088,,0.0022485714285714093,23.482658959537645,NORMAL
2025-11-04 22:00:00,1.14834,1.14981,1.14797,1.14894,12414.0,1.1587736,,0.0021335714285714174,32.914572864321954,NORMAL
2025-11-05 02:00:00,1.14895,1.14944,1.1485,1.14918,11271.0,1.158521,,0.002071428571428565,30.7692307692312,NORMAL
2025-11-05 06:00:00,1.1492,1.14954,1.14814,1.14846,19423.0,1.1582542,,0.0020485714285714313,31.310466138962582,NORMAL
2025-11-05 10:00:00,1.14846,1.14936,1.14729,1.14736,22518.0,1.1579862,,0.0021164285714285747,23.71575342465718,NORMAL
2025-11-05 14:00:00,1.14736,1.14932,1.14686,1.14805,38827.0,1.1577264,,0.0020649999999999996,33.52713178294556,NORMAL
2025-11-05 18:00:00,1.14804,1.14942,1.14788,1.14925,11100.0,1.1574427999999999,,0.0020571428571428685,41.68157423971403,NORMAL
2025-11-05 22:00:00,1.14913,1.1509,1.14907,1.15075,8963.0,1.1572064,,0.001954285714285718,41.102077687443526,NORMAL
2025-11-06 02:00:00,1.15074,1.1511,1.15032,1.15102,8462.0,1.156976,,0.001903571428571433,45.81749049429665,NORMAL
2025-11-06 06:00:00,1.151,1.1524,1.15054,1.15136,20894.0,1.1567332000000001,,0.001872857142857168,51.70340681362727,NORMAL
2025-11-06 10:00:00,1.15136,1.15441,1.15102,1.15356,24341.0,1.1565552,,0.0020242857142857324,59.63149078726949,NORMAL
2025-11-06 14:00:00,1.15356,1.15429,1.1519,1.15408,38428.0,1.1563805999999999,,0.001954285714285734,67.55083996463296,NORMAL
2025-11-06 18:00:00,1.15408,1.15523,1.15392,1.15471,15013.0,1.156192,,0.0018107142857143005,74.841628959276,NORMAL
2025-11-06 22:00:00,1.1545,1.15515,1.15362,1.1538,16124.0,1.1559906,,0.0017528571428571432,74.23698384200978,NORMAL
2025-11-07 02:00:00,1.1538,1.1543,1.15324,1.15341,10374.0,1.1557688,,0.001742857142857157,72.60755048287965,NORMAL
2025-11-07 06:00:00,1.15344,1.15424,1.15296,1.15382,17754.0,1.1555336,,0.0017028571428571487,71.9424460431654,NORMAL
2025-11-07 10:00:00,1.15382,1.15698,1.15375,1.15676,24863.0,1.155336,,0.0018664285714285705,77.42402315484787,NORMAL
2025-11-07 14:00:00,1.15676,1.15911,1.15656,1.15804,29882.0,1.1551926000000001,,0.0019485714285714265,83.31015299026436,NORMAL
2025-11-07 18:00:00,1.15805,1.15836,1.15554,1.15664,13543.0,1.155045,,0.0020021428571428573,81.60762942779319,NORMAL
2025-11-09 22:00:00,1.15578,1.15605,1.15416,1.15582,16620.0,1.1548258,,0.002003571428571422,76.23227548953508,NORMAL
2025-11-10 02:00:00,1.15582,1.15666,1.15512,1.1562,11443.0,1.1546454,,0.002003571428571422,74.83917083631218,NORMAL
2025-11-10 06:00:00,1.1562,1.15831,1.15515,1.15683,22375.0,1.1544728,,0.0020985714285714258,73.17073170731815,NORMAL
2025-11-10 10:00:00,1.15682,1.15781,1.15541,1.1568,21108.0,1.1543406,,0.002214285714285708,72.437888198759,NORMAL
2025-11-10 14:00:00,1.1568,1.15685,1.15412,1.15606,28306.0,1.1542152,,0.0022764285714285443,67.69578313253133,NORMAL
2025-11-10 18:00:00,1.15607,1.15649,1.15552,1.15571,10261.0,1.1540614,,0.002103571428571395,59.405074365705026,NORMAL
2025-11-10 22:00:00,1.15564,1.15605,1.15472,1.15548,9958.0,1.1538566000000001,,0.002027857142857105,56.28366247755894,NORMAL
2025-11-11 02:00:00,1.15548,1.15652,1.15519,1.15616,10111.0,1.1537785999999999,,0.0020292857142856858,56.47899910634596,NORMAL
2025-11-11 06:00:00,1.15616,1.15684,1.15496,1.15649,22036.0,1.1536844000000002,,0.002054285714285707,62.67672007540146,NORMAL
2025-11-11 10:00:00,1.15648,1.16059,1.15627,1.1601,26112.0,1.1536224,,0.0022871428571428526,74.1865509761391,NORMAL
2025-11-11 14:00:00,1.16012,1.16054,1.15906,1.1595,25707.0,1.153578,,0.0023014285714285654,70.25677603423723,NORMAL
2025-11-11 18:00:00,1.15949,1.15956,1.15812,1.15825,11623.0,1.1536328,,0.0021735714285714253,56.04217356042194,NORMAL
2025-11-11 22:00:00,1.1587,1.15872,1.15746,1.15756,8996.0,1.1536452,,0.0020814285714285674,47.95570698466759,NORMAL
2025-11-12 02:00:00,1.15755,1.15816,1.15701,1.15762,9925.0,1.153667,,0.001962142857142849,54.711538461539554,NORMAL
2025-11-12 06:00:00,1.15763,1.15885,1.15684,1.15702,20032.0,1.1536598,,0.0019285714285714223,55.89390962671836,NORMAL
2025-11-12 10:00:00,1.15702,1.15803,1.15651,1.15721,23087.0,1.1536598,,0.0019271428571428415,55.055055055055746,NORMAL
2025-11-12 14:00:00,1.15722,1.15977,1.1563,1.15931,28198.0,1.1537044,,0.001949285714285685,60.820244328097665,NORMAL
2025-11-12 18:00:00,1.15932,1.15944,1.1584,1.15932,10567.0,1.1537788,,0.001852142857142826,61.01398601398526,NORMAL
2025-11-12 22:00:00,1.1593,1.15942,1.1579,1.15894,12503.0,1.1538972,,0.0017657142857142594,62.996389891696744,NORMAL
2025-11-13 02:00:00,1.15894,1.1593,1.15804,1.15818,8413.0,1.1539882,,0.0017864285714285538,60.748476936466375,NORMAL
2025-11-13 06:00:00,1.15818,1.16349,1.15812,1.16166,26149.0,1.1541672,,0.0020749999999999697,70.96336499321527,NORMAL
2025-11-13 10:00:00,1.16166,1.1625,1.16047,1.16206,25707.0,1.1543384,,0.00212499999999998,70.40110650069143,NORMAL
2025-11-13 14:00:00,1.16206,1.16562,1.1617,1.16512,35723.0,1.1546118,,0.0022707142857142687,75.10180337405438,NORMAL
2025-11-13 18:00:00,1.16513,1.16519,1.16308,1.16345,16093.0,1.1548586,,0.0021128571428571225,60.98360655737767,NORMAL
2025-11-13 22:00:00,1.16372,1.16393,1.16234,1.16334,13468.0,1.1550710000000002,,0.0021207142857142696,63.00813008130094,NORMAL
2025-11-14 02:00:00,1.16332,1.16483,1.16298,1.16478,13285.0,1.1553286,,0.0021500000000000013,71.83946488294286,NORMAL
2025-11-14 06:00:00,1.16478,1.16486,1.16204,1.16216,31999.0,1.1555514,,0.002261428571428573,63.62559241706226,NORMAL
2025-11-14 10:00:00,1.16216,1.16538,1.16089,1.16378,34305.0,1.1558017999999999,,0.00250000000000001,66.70281995661628,NORMAL
2025-11-14 14:00:00,1.16376,1.16384,1.1606,1.16141,36222.0,1.1560278000000002,,0.002587857142857158,60.86095992083188,NORMAL
2025-11-14 18:00:00,1.16142,1.16236,1.16098,1.1622,13908.0,1.1562874,,0.002577857142857171,61.98942815953878,NORMAL
2025-11-16 22:00:00,1.16199,1.16246,1.16051,1.16066,11205.0,1.1565326,,0.002469285714285761,53.3333333333334,NORMAL
2025-11-17 02:00:00,1.16064,1.16066,1.15964,1.16004,9106.0,1.1567682,,0.002467857142857196,51.725790987536136,NORMAL
2025-11-17 06:00:00,1.16004,1.1615,1.15952,1.16014,20079.0,1.1569922000000001,,0.002500714285714332,52.915451895043496,NORMAL
2025-11-17 10:00:00,1.16015,1.16083,1.15886,1.15912,21080.0,1.157191,,0.002551428571428617,52.255278310940426,NORMAL
2025-11-17 14:00:00,1.15913,1.1602,1.1582,1.15938,25152.0,1.1574094000000001,,0.0023107142857143404,43.53007945516487,NORMAL
2025-11-17 18:00:00,1.15939,1.15955,1.15826,1.15923,13404.0,1.1576468,,0.0022578571428571842,41.85377086931433,NORMAL
2025-11-17 22:00:00,1.15923,1.15942,1.15846,1.15909,9249.0,1.1578676,,0.002046428571428592,29.13494809688534,NORMAL
2025-11-18 02:00:00,1.1591,1.16038,1.15882,1.15978,12201.0,1.1580782,,0.002007142857142874,36.37713437267968,NORMAL
2025-11-18 06:00:00,1.15978,1.16064,1.15872,1.15894,23734.0,1.158242,,0.0020307142857142984,34.50704225352101,NORMAL
2025-11-18 10:00:00,1.15893,1.16022,1.15796,1.15968,24368.0,1.1584152,,0.0020599999999999985,31.111111111111327,NORMAL
2025-11-18 14:00:00,1.15968,1.16078,1.15715,1.15756,33967.0,1.1585392,,0.0021178571428571396,32.307692307691866,NORMAL
2025-11-18 18:00:00,1.15758,1.15872,1.15752,1.15807,14129.0,1.1586294000000001,,0.0018828571428571225,25.988225399495292,NORMAL
2025-11-18 22:00:00,1.15818,1.15852,1.1576,1.15769,10862.0,1.1587015999999999,,0.0017171428571428457,31.21212121212153,NORMAL
2025-11-19 02:00:00,1.15768,1.15908,1.15725,1.1589,11729.0,1.1587854,,0.0017492857142857071,34.011627906977594,NORMAL
2025-11-19 06:00:00,1.15891,1.15975,1.15656,1.15734,24736.0,1.1588562,,0.0018378571428571292,33.94584139265032,NORMAL
2025-11-19 10:00:00,1.15734,1.1591,1.15676,1.15729,25603.0,1.1589338,,0.0019321428571428426,35.926305015353364,NORMAL
2025-11-19 14:00:00,1.15727,1.15738,1.1526,1.15332,33933.0,1.1589238,,0.0021321428571428524,25.000000000000412,NORMAL
2025-11-19 18:00:00,1.15332,1.15389,1.15178,1.15384,20898.0,1.1588654,,0.002142142857142854,29.908675799087504,NORMAL
2025-11-19 22:00:00,1.1539,1.15423,1.15224,1.15229,11392.0,1.1587504,,0.0021414285714285797,25.433125433125568,NORMAL
2025-11-20 02:00:00,1.15228,1.15237,1.15101,1.15158,13408.0,1.1586492,,0.002146428571428565,24.482988659106383,NORMAL
2025-11-20 06:00:00,1.15156,1.15278,1.15114,1.15275,24664.0,1.1585878,,0.0021949999999999947,30.2122347066166,NORMAL
2025-11-20 10:00:00,1.15276,1.15389,1.15024,1.15278,34627.0,1.1585194,,0.0023442857142857193,27.213541666666018,NORMAL
2025-11-20 14:00:00,1.15277,1.155,1.15201,1.15288,47507.0,1.1584404000000001,,0.0024207142857143,29.27496580027278,NORMAL
2025-11-20 18:00:00,1.15287,1.15407,1.15239,1.15285,16990.0,1.1583614,,0.0023792857142857266,25.44931703810144,NORMAL
2025-11-20 22:00:00,1.15275,1.15384,1.15236,1.15325,13020.0,1.1583052,,0.0022257142857142914,32.32157506152649,NORMAL
2025-11-21 02:00:00,1.15326,1.15422,1.15324,1.15352,12282.0,1.1582614,,0.0022100000000000136,30.96234309623486,NORMAL
2025-11-21 06:00:00,1.15352,1.15525,1.1525,1.15252,30299.0,1.1582021999999998,,0.0023407142857142993,29.43516308671424,NORMAL
2025-11-21 10:00:00,1.15251,1.1527,1.14966,1.15208,37383.0,1.1581206,,0.002427142857142866,21.101694915254654,NORMAL
2025-11-21 14:00:00,1.15211,1.15236,1.14912,1.15072,40679.0,1.1580052,,0.002430714285714302,21.465517241379686,NORMAL
2025-11-21 18:00:00,1.15074,1.1521,1.1502,1.1513,16139.0,1.1578292000000001,,0.002399285714285731,25.309150865623067,NORMAL
2025-11-23 22:00:00,1.15193,1.15193,1.15019,1.15106,8238.0,1.1576604000000001,,0.0021821428571428625,36.54761904761976,NORMAL
2025-11-24 02:00:00,1.15105,1.15284,1.15104,1.15226,10884.0,1.1575406,,0.002160000000000003,41.2995594713663,NORMAL
2025-11-24 06:00:00,1.15226,1.15344,1.15097,1.15298,22643.0,1.157449,,0.002194285714285704,54.18181818181727,NORMAL
2025-11-24 10:00:00,1.15298,1.15506,1.15298,1.15385,23041.0,1.1573736,,0.0022457142857142953,63.495838287752235,NORMAL
2025-11-24 14:00:00,1.15386,1.15413,1.15116,1.1518,27003.0,1.1572692,,0.002340714285714315,44.88697524219612,NORMAL
2025-11-24 18:00:00,1.1518,1.15292,1.15172,1.15216,10894.0,1.1571682,,0.0021657142857142947,46.77754677754781,NORMAL
2025-11-24 22:00:00,1.15218,1.15301,1.15188,1.15258,9684.0,1.1570336,,0.0020328571428571535,48.49094567404451,NORMAL
2025-11-25 02:00:00,1.1526,1.15303,1.15116,1.15168,11597.0,1.1568808,,0.002046428571428592,44.58834412581014,NORMAL
2025-11-25 06:00:00,1.15169,1.15368,1.15148,1.15341,23367.0,1.1567702,,0.0020978571428571673,50.65897858319578,NORMAL
2025-11-25 10:00:00,1.15339,1.15624,1.15247,1.15582,33489.0,1.1567230000000002,,0.0022971428571428704,58.05322128851513,NORMAL
2025-11-25 14:00:00,1.15582,1.15841,1.155,1.15824,41412.0,1.1566546,,0.0023442857142857193,68.21656050955391,NORMAL
